rank,object_name,count,percentage,instance_count
4573,foodbag,2,0.00,2
4574,YELLOWBUILDING,2,0.00,2
4575,cushionsofas,2,0.00,3
4576,lentil,2,0.00,2
4577,Tapedispenser,2,0.00,2
4578,leatherrug,2,0.00,2
4579,discoballdecoration,2,0.00,2
4580,BedFootboard,2,0.00,2
4581,ActionFigure,2,0.00,2
4582,informationkiosk,2,0.00,2
4583,wall',2,0.00,1
4584,decorativeplant,2,0.00,2
4585,Storagetub,2,0.00,2
4586,roundpillow,2,0.00,2
4587,swichboard,2,0.00,2
4588,cupboard3,2,0.00,2
4589,wooddoor,2,0.00,2
4590,tiledarea,2,0.00,2
4591,Pool,2,0.00,4
4592,fancyjar,2,0.00,2
4593,ceilings,2,0.00,1
4594,BackgroundChair1,2,0.00,3
4595,BackgroundChair2,2,0.00,2
4596,BackgroundChair3,2,0.00,2
4597,BackgroundChair4,2,0.00,2
4598,Quilt,2,0.00,2
4599,Tags,2,0.00,2
4600,PictureBoard,2,0.00,2
4601,controlknob,2,0.00,2
4602,metalobject,2,0.00,2
4603,ToiletBrush,2,0.00,2
4604,totebag,2,0.00,2
4605,flatscreentv,2,0.00,2
4606,MetalCart,2,0.00,2
4607,infocard,2,0.00,2
4608,Woodcabinet,2,0.00,2
4609,worldmap,2,0.00,2
4610,bluebox,2,0.00,2
4611,trashcan2,2,0.00,2
4612,staduimchairs,2,0.00,2
4613,HousePlant,2,0.00,2
4614,cornerchinacabinet,2,0.00,2
4615,stopper,2,0.00,2
4616,toiletreflection,2,0.00,2
4617,catalogue,2,0.00,2
4618,hangingpicture,2,0.00,2
4619,giftbag,2,0.00,2
4620,cokemachine,2,0.00,2
4621,DeskOrganizer,2,0.00,3
4622,bookset,2,0.00,7
4623,pairofsneakers,2,0.00,2
4624,tea,2,0.00,2
4625,paper9,2,0.00,2
4626,FanCoilUnit,2,0.00,2
4627,Computerstand,2,0.00,2
4628,OverheadCabinets,2,0.00,2
4629,openedbox,2,0.00,2
4630,draw5,2,0.00,2
4631,Pricelable,2,0.00,2
4632,papertowelrack,2,0.00,2
4633,ricecooker,2,0.00,2
4634,SolderingIron,2,0.00,2
4635,chesterdrawers,2,0.00,2
4636,stackofmagazines,2,0.00,2
4637,Drawer1,2,0.00,2
4638,Drawer2,2,0.00,2
4639,UpperCabinet,2,0.00,2
4640,table#2,2,0.00,2
4641,machinery,2,0.00,6
4642,WALLPANELING,2,0.00,2
4643,walldriver,2,0.00,2
4644,bluewall,2,0.00,2
4645,slap,2,0.00,2
4646,Lighting,2,0.00,2
4647,light.,2,0.00,2
4648,polythenecover,2,0.00,2
4649,ledger,2,0.00,2
4650,DISH,2,0.00,2
4651,Roller,2,0.00,2
4652,YellowWall,2,0.00,2
4653,AreaforaWindow,2,0.00,2
4654,Tracklighting,2,0.00,2
4655,rolledcloth,2,0.00,2
4656,Apple,2,0.00,2
4657,Electronic,2,0.00,2
4658,Bell,2,0.00,2
4659,chemicals,2,0.00,2
4660,CornerGuard,2,0.00,2
4661,pluginoutlet,2,0.00,2
4662,minilamp,2,0.00,3
4663,BedLamp,2,0.00,2
4664,DRYERASEBOARD,2,0.00,2
4665,PHOTOS,2,0.00,2
4666,handel,2,0.00,3
4667,boobks,2,0.00,7
4668,Plastictray,2,0.00,3
4669,shobachair,2,0.00,2
4670,CabinetDoorWhite,2,0.00,2
4671,chevalet,2,0.00,2
4672,windowshades,2,0.00,2
4673,WallCalendar,2,0.00,2
4674,pinklounger,2,0.00,2
4675,Waterbottles,2,0.00,2
4676,floralarrangement,2,0.00,2
4677,Oldfashionedfurnace,2,0.00,2
4678,Furnacepipe,2,0.00,2
4679,t,2,0.00,1
4680,pamphlet,2,0.00,2
4681,candles,2,0.00,3
4682,lightreflection,2,0.00,2
4683,plasticbags,2,0.00,2
4684,scrubbrush,2,0.00,2
4685,tag.,2,0.00,2
4686,stuffedtoy,2,0.00,2
4687,storagecrate,2,0.00,2
4688,TableNumberSign,2,0.00,2
4689,stalldoor,2,0.00,2
4690,papercopier,2,0.00,2
4691,Papernotice,2,0.00,2
4692,Misc.objects,2,0.00,2
4693,receiver,2,0.00,2
4694,Sack,2,0.00,2
4695,notices,2,0.00,2
4696,PlasticCase,2,0.00,2
4697,PlaceMat,2,0.00,2
4698,CoffeeMugs,2,0.00,2
4699,Electricplate,2,0.00,2
4700,WhiteBaord,2,0.00,2
4701,mophandle,2,0.00,2
4702,mirrorwindow,2,0.00,2
4703,shadowofperson,2,0.00,2
4704,plushcubby,2,0.00,2
4705,BURNER,2,0.00,2
4706,RANGE,2,0.00,2
4707,delete,2,0.00,2
4708,Computerdesk,2,0.00,2
4709,borard,2,0.00,2
4710,Doorstop,2,0.00,2
4711,Trashcanlabel,2,0.00,2
4712,Trashbag,2,0.00,2
4713,Thermostate,2,0.00,2
4714,Watercooler,2,0.00,2
4715,?,2,0.00,6
4716,decal,2,0.00,2
4717,cartboard,2,0.00,2
4718,weelchair,2,0.00,2
4719,PROJECTORSCREEN,2,0.00,2
4720,WHEEL,2,0.00,2
4721,chalktray,2,0.00,2
4722,Floortiles,2,0.00,2
4723,Floorstep,2,0.00,2
4724,Electricalcover,2,0.00,2
4725,Window8,2,0.00,2
4726,openbox,2,0.00,2
4727,RollingTable,2,0.00,2
4728,CameraStand,2,0.00,2
4729,Fixture,2,0.00,2
4730,mailorganizer,2,0.00,2
4731,OverheadProjector,2,0.00,2
4732,ERASER,2,0.00,2
4733,ShelfRack,2,0.00,2
4734,bathroomsink,2,0.00,2
4735,WATERHEATER,2,0.00,2
4736,spout,2,0.00,2
4737,PaperSign,2,0.00,3
4738,backofachair,2,0.00,2
4739,FURNITURE,2,0.00,2
4740,bedpost,2,0.00,2
4741,wall-mountedtv,2,0.00,2
4742,glasstoptable,2,0.00,4
4743,tvmonitor,2,0.00,2
4744,teabai,2,0.00,2
4745,kitchenfloor,2,0.00,2
4746,STOW,2,0.00,2
4747,Glass Window,2,0.00,2
4748,grab bar,2,0.00,2
4749,fire alarm,2,0.00,3
4750,door stopper,2,0.00,3
4751,window sill,2,0.00,2
4752,file cabinet,2,0.00,3
4753,floor board,2,0.00,2
4754,Milk,2,0.00,2
4755,wall outlet,2,0.00,10
4756,RADIO,2,0.00,2
4757,table top,2,0.00,2
4758,chalk ledge,2,0.00,2
4759,Plug Wire Cover,2,0.00,3
4760,Metal Divider,2,0.00,2
4761,Chair 2,2,0.00,4
4762,Chair 3,2,0.00,7
4763,Chair 4,2,0.00,7
4764,recycling box,2,0.00,2
4765,PLASTIC,2,0.00,2
4766,LIGHT SHADE,2,0.00,2
4767,Water Fountain,2,0.00,2
4768,flower wase,2,0.00,4
4769,Power Outlet,2,0.00,4
4770,BOOTH,2,0.00,2
4771,Violet Chair,2,0.00,2
4772,DAIRY,2,0.00,2
4773,cardboard box,2,0.00,4
4774,door panel screw,2,0.00,2
4775,wall boarder,2,0.00,2
4776,desktop computer,2,0.00,2
4777,Coffe Pot,2,0.00,2
4778,RECYCLE BIN,2,0.00,3
4779,crotans,2,0.00,2
4780,End table,2,0.00,2
4781,BLACK BORD,2,0.00,2
4782,COMPUTER KEYBOARD,2,0.00,2
4783,COMPUTER CPU,2,0.00,2
4784,MILK CRATE,2,0.00,2
4785,Light Switch,2,0.00,2
4786,taqble,2,0.00,2
4787,restaurant,2,0.00,4
4788,SWITCH BOARD,2,0.00,8
4789,Table Top,2,0.00,2
4790,red wall,2,0.00,2
4791,chair#1,2,0.00,2
4792,chair#2,2,0.00,2
4793,chair#3,2,0.00,2
4794,chair#4,2,0.00,2
4795,chair#5,2,0.00,2
4796,miniboard,2,0.00,2
4797,handles,2,0.00,2
4798,sodachair,2,0.00,2
4799,BOOKRACK,2,0.00,2
4800,THINKS,2,0.00,2
4801,lampstand,2,0.00,1
4802,chairwheels,2,0.00,2
4803,Enternewobjectnameta,2,0.00,2
4804,magazinestack,2,0.00,2
4805,wallglass,2,0.00,2
4806,windowjamb,2,0.00,2
4807,shelfs,2,0.00,2
4808,PhoneJack,2,0.00,2
4809,wallphone,2,0.00,2
4810,metalpole,2,0.00,2
4811,uropaincloset,2,0.00,2
4812,shair,2,0.00,2
4813,wheelsofchair,2,0.00,2
4814,FLOORPART2,2,0.00,2
4815,setty,2,0.00,3
4816,ComputerBase,2,0.00,2
4817,standdraw,2,0.00,2
4818,ovan,2,0.00,2
4819,redchair,2,0.00,2
4820,waterfountains,2,0.00,2
4821,hand(safety)rail,2,0.00,2
4822,woodencabinets,2,0.00,2
4823,teepo,2,0.00,2
4824,bootle,2,0.00,2
4825,WOODENSOFA,2,0.00,2
4826,chairbase,2,0.00,4
4827,couchsofa,2,0.00,2
4828,ironsafe,2,0.00,2
4829,drinkingfountain,2,0.00,2
4830,ComputerWheelChair,2,0.00,2
4831,roundstool,2,0.00,2
4832,woodenroundchair,2,0.00,2
4833,WOODENCHAIR,2,0.00,2
4834,rockbench,2,0.00,2
4835,Monitor1,2,0.00,2
4836,booksshelf,2,0.00,2
4837,TravelBag,2,0.00,2
4838,FloorSection3,2,0.00,2
4839,NOTISEBOARD,2,0.00,2
4840,cutter,2,0.00,2
4841,bader,2,0.00,2
4842,Base,2,0.00,3
4843,mike,2,0.00,2
4844,cartoonbox,2,0.00,2
4845,adwertiseboard,2,0.00,2
4846,DEVICE,2,0.00,2
4847,SingleSofaChair1,2,0.00,2
4848,Singlesofachair4,2,0.00,2
4849,Singlesofachair5,2,0.00,2
4850,Singlesofachair6,2,0.00,2
4851,Carpetflooring,2,0.00,2
4852,SHADOW,2,0.00,3
4853,Mechine,2,0.00,2
4854,DrawingPad,2,0.00,2
4855,goat,2,0.00,2
4856,leaves,2,0.00,2
4857,Clutter,2,0.00,2
4858,safetybar,2,0.00,2
4859,sanitary,2,0.00,2
4860,Displaycard,2,0.00,2
4861,windpw,2,0.00,2
4862,Amplifier,2,0.00,2
4863,GLASSPARTITION,2,0.00,2
4864,electricaloutlets,2,0.00,2
4865,blacktrim,2,0.00,3
4866,CardHolder,2,0.00,2
4867,heatervent,2,0.00,2
4868,wallwoodpanel,2,0.00,2
4869,WoodenCabinet,2,0.00,2
4870,FloorTile,2,0.00,2
4871,almara,2,0.00,2
4872,5gallonwaterbottle,2,0.00,2
4873,StrawDispenser,2,0.00,2
4874,waitinghall,2,0.00,2
4875,waynescoating,2,0.00,2
4876,cabinatdoor,2,0.00,2
4877,seatbed,2,0.00,2
4878,ElectricalPanel,2,0.00,2
4879,ShelfwithBooks,2,0.00,2
4880,pushpin,2,0.00,2
4881,Posting,2,0.00,6
4882,chairs.,2,0.00,2
4883,spfa,2,0.00,2
4884,partofsofa,2,0.00,2
4885,stafler,2,0.00,2
4886,soapsolutiondispenser,2,0.00,2
4887,Standleg,2,0.00,2
4888,tablechair,2,0.00,3
4889,doorentrance,2,0.00,2
4890,Char,2,0.00,3
4891,ShortWall,2,0.00,2
4892,removabledividingwall,2,0.00,2
4893,battary,2,0.00,2
4894,towelstant,2,0.00,2
4895,BlankPaper,2,0.00,2
4896,knifeblock,2,0.00,2
4897,coveredshelves,2,0.00,2
4898,Ironingboard,2,0.00,2
4899,Iron,2,0.00,2
4900,chairsteam,2,0.00,2
4901,windopan,2,0.00,2
4902,classroom,2,0.00,2
4903,GrayWall,2,0.00,2
4904,rectangletable,2,0.00,2
4905,roundedtable,2,0.00,2
4906,Woodbox,2,0.00,2
4907,steelhandle,2,0.00,2
4908,poles,2,0.00,2
4909,computerhardware,2,0.00,2
4910,deskitem,2,0.00,2
4911,orangecone,2,0.00,2
4912,PAIPE,2,0.00,2
4913,peoples,2,0.00,2
4914,channel,2,0.00,2
4915,WALLOUTLET,2,0.00,2
4916,sidetabletop,2,0.00,2
4917,sidetablebase,2,0.00,2
4918,cabinetry,2,0.00,10
4919,LCDMONITERS,2,0.00,2
4920,washbaison,2,0.00,2
4921,COMPUTERDESK,2,0.00,2
4922,chair&desk,2,0.00,2
4923,CPUtower,2,0.00,2
4924,cabinetopener,2,0.00,2
4925,TOWEEL,2,0.00,2
4926,Recyclecan,2,0.00,2
4927,Electricalbox,2,0.00,2
4928,DeskJob,2,0.00,6
4929,pegboard,2,0.00,2
4930,lowsofa,2,0.00,2
4931,BenchLeg,2,0.00,2
4932,blacktails,2,0.00,2
4933,Boots,2,0.00,2
4934,Goal,2,0.00,0
4935,amplifier,2,0.00,9
4936,electronicequiptment,2,0.00,4
4937,BOOKSTAND,2,0.00,2
4938,OVENMITT,2,0.00,2
4939,GLASSJAR,2,0.00,2
4940,lighter,2,0.00,2
4941,handwashliquid,2,0.00,3
4942,deskcalendar,2,0.00,2
4943,sanitizer,2,0.00,2
4944,glassreflection,2,0.00,2
4945,glassframe,2,0.00,2
4946,paperstant,2,0.00,2
4947,Cosmetics,2,0.00,2
4948,topwithshelfwithdoor,2,0.00,2
4949,baseboardheat,2,0.00,2
4950,MIXER,2,0.00,2
4951,spoons,2,0.00,2
4952,ventilation,2,0.00,2
4953,bage,2,0.00,2
4954,waterjet,2,0.00,3
4955,bycycle,2,0.00,2
4956,tyer,2,0.00,2
4957,swith,2,0.00,2
4958,travelcase,2,0.00,2
4959,writingstand,2,0.00,2
4960,woodstick,2,0.00,2
4961,toyshoppingcart,2,0.00,4
4962,toylawnmower,2,0.00,3
4963,wndow,2,0.00,2
4964,kitchencabinets,2,0.00,3
4965,sensor,2,0.00,2
4966,screenholder,2,0.00,2
4967,electricswitch,2,0.00,2
4968,printercopier,2,0.00,2
4969,Desk/Table,2,0.00,2
4970,woodcabinet,2,0.00,2
4971,boxinghitbag,2,0.00,2
4972,trlly,2,0.00,2
4973,steelrods,2,0.00,3
4974,Bookself,2,0.00,2
4975,callingbell,2,0.00,2
4976,wallmounthook,2,0.00,2
4977,pottedtree,2,0.00,2
4978,dek,2,0.00,2
4979,rubberbox,2,0.00,2
4980,gymbag,2,0.00,2
4981,WHITE,2,0.00,2
4982,clothespile,2,0.00,2
4983,Tie,2,0.00,6
4984,Carton,2,0.00,2
4985,target,2,0.00,2
4986,MOP,2,0.00,2
4987,PaperRoll,2,0.00,4
4988,PhotoCopier,2,0.00,2
4989,boks,2,0.00,2
4990,workspace,2,0.00,2
4991,worktop,2,0.00,2
4992,PLASTICBIN,2,0.00,2
4993,paperstack,2,0.00,2
4994,Drum,2,0.00,2
4995,Safe,2,0.00,2
4996,Keyborad,2,0.00,2
4997,LOTION,2,0.00,2
4998,BALL,2,0.00,2
4999,Pencilbox,2,0.00,2
5000,bananas,2,0.00,2
5001,chappals,2,0.00,2
5002,plasticwrap,2,0.00,2
5003,woodenboard,2,0.00,2
5004,pottedfern,2,0.00,3
5005,WindowScreen,2,0.00,2
5006,coffeethermos,2,0.00,2
5007,pans,2,0.00,2
5008,foilpan,2,0.00,2
5009,coveredbin,2,0.00,2
5010,chat,2,0.00,2
5011,postitnote,2,0.00,2
5012,WastePaperBin,2,0.00,2
5013,sheetrock,2,0.00,6
5014,paperchart,2,0.00,2
5015,blindscreen,2,0.00,3
5016,shippingbox,2,0.00,3
5017,LADY,2,0.00,2
5018,items,2,0.00,2
5019,LADDER,2,0.00,2
5020,WOODALMIRAH,2,0.00,2
5021,plasticdrawers,2,0.00,2
5022,vacumcleaner,2,0.00,2
5023,chairweel,2,0.00,2
5024,CHIAR,2,0.00,2
5025,tissuepaperholder,2,0.00,2
5026,dishdrainer,2,0.00,4
5027,cabinetdoor1,2,0.00,2
5028,toster,2,0.00,2
5029,LaptopBag,2,0.00,2
5030,housetoy,2,0.00,1
5031,Self,2,0.00,2
5032,Penstand,2,0.00,2
5033,Electricalswitch,2,0.00,2
5034,Cinderblockwall,2,0.00,2
5035,Whitetile,2,0.00,2
5036,Metalframe,2,0.00,2
5037,Brassgasvalve,2,0.00,2
5038,tablerack,2,0.00,2
5039,copperpipe,2,0.00,2
5040,metaldresser,2,0.00,2
5041,metalpipe,2,0.00,2
5042,UnidentifiedObject/Equipment,2,0.00,2
5043,electricalinstrument,2,0.00,3
5044,Desk3,2,0.00,4
5045,Desk4,2,0.00,2
5046,helmat,2,0.00,2
5047,Rock,2,0.00,2
5048,Threshold,2,0.00,2
5049,WiiController,2,0.00,2
5050,shelftop,2,0.00,2
5051,handdrawnpicture,2,0.00,2
5052,CerealBox,2,0.00,2
5053,rode,2,0.00,2
5054,code,2,0.00,2
5055,vesselcleaner,2,0.00,2
5056,overheadlight,2,0.00,3
5057,kitchenpaper,2,0.00,2
5058,coffeesupplies,2,0.00,2
5059,cornice,2,0.00,2
5060,HANGER,2,0.00,2
5061,redobject,2,0.00,2
5062,Laundry,2,0.00,2
5063,chair',2,0.00,2
5064,trashcan.,2,0.00,2
5065,Bedcurtain,2,0.00,2
5066,bothtub,2,0.00,1
5067,flowerdecal,2,0.00,4
5068,facuet,2,0.00,2
5069,anobject,2,0.00,2
5070,BuildingBlocks,2,0.00,2
5071,blackscreen,2,0.00,2
5072,officecabin,2,0.00,2
5073,Legos,2,0.00,2
5074,Stationary,2,0.00,3
5075,photocopier,2,0.00,2
5076,cupnoodle,2,0.00,2
5077,BOTTL,2,0.00,2
5078,Roundtable,2,0.00,2
5079,UnidentifiedObject2,2,0.00,2
5080,incubator,2,0.00,2
5081,SURGEPROTECTOR,2,0.00,2
5082,labcounter,2,0.00,2
5083,corkbullitinboard,2,0.00,2
5084,Postboard,2,0.00,2
5085,keywhole,2,0.00,2
5086,STAIRCASE,2,0.00,2
5087,STAIRWELL,2,0.00,2
5088,benchchairs,2,0.00,2
5089,benchchair,2,0.00,2
5090,NewspaperArticle,2,0.00,2
5091,cablefail,2,0.00,2
5092,carboardwall,2,0.00,2
5093,refelection,2,0.00,2
5094,slideprojector,2,0.00,2
5095,taval,2,0.00,2
5096,bathrug,2,0.00,2
5097,showerfloor,2,0.00,2
5098,chambre,2,0.00,2
5099,towelrail,2,0.00,4
5100,bathdub,2,0.00,2
5101,BADMINTONCOURT,2,0.00,2
5102,COURT,2,0.00,2
5103,powerbar,2,0.00,2
5104,babytrolly,2,0.00,2
5105,lime,2,0.00,2
5106,saucebottle,2,0.00,2
5107,alcoholbottle,2,0.00,2
5108,pvc,2,0.00,2
5109,Flashlight,2,0.00,2
5110,WallHung,2,0.00,2
5111,electronicinstrument,2,0.00,2
5112,whitepaper,2,0.00,2
5113,XBOXBOX,2,0.00,2
5114,StackOfPaper,2,0.00,3
5115,ceilingwall,2,0.00,3
5116,smokedetecter,2,0.00,2
5117,CealingVent,2,0.00,2
5118,feedingbottle,2,0.00,2
5119,LaundryBag,2,0.00,2
5120,STAIRS,2,0.00,2
5121,seater,2,0.00,2
5122,SOAF,2,0.00,2
5123,wasteitem,2,0.00,2
5124,doorwithshelf,2,0.00,2
5125,Shorts,2,0.00,2
5126,bookswithpapers,2,0.00,2
5127,HouseWindows,2,0.00,3
5128,writingsurface,2,0.00,2
5129,apillar,2,0.00,2
5130,Floormats,2,0.00,2
5131,bath,2,0.00,2
5132,thesideofthedoor,2,0.00,2
5133,flushtang,2,0.00,2
5134,camerastand,2,0.00,2
5135,woodwithglasswall,2,0.00,2
5136,galss,2,0.00,2
5137,BASE,2,0.00,4
5138,fireequipment,2,0.00,2
5139,purifier,2,0.00,2
5140,paperandpen,2,0.00,2
5141,filingdrawer,2,0.00,2
5142,Soapdispensor,2,0.00,2
5143,BATHROOMSTALLDOOR,2,0.00,2
5144,Basketballhoop,2,0.00,2
5145,REDSHEET,2,0.00,2
5146,lockedcabinet,2,0.00,2
5147,copierpaper,2,0.00,4
5148,printpaper,2,0.00,2
5149,boxoffolders,2,0.00,2
5150,shelfslab,2,0.00,2
5151,standwithdish,2,0.00,2
5152,washingliquid,2,0.00,2
5153,shelfwithtop,2,0.00,2
5154,swichbox,2,0.00,2
5155,materials,2,0.00,2
5156,testtubeholder,2,0.00,2
5157,refrigrator,2,0.00,2
5158,gun,2,0.00,2
5159,kampalam,2,0.00,2
5160,CaseofRedBull,2,0.00,2
5161,LiquorBottle,2,0.00,2
5162,PillBottle,2,0.00,2
5163,SuitCase,2,0.00,2
5164,counterbacking,2,0.00,2
5165,woodpiece,2,0.00,2
5166,roofbeam,2,0.00,2
5167,papersheet,2,0.00,2
5168,WorkTable,2,0.00,4
5169,LiquidBottle,2,0.00,2
5170,minaralwater,2,0.00,2
5171,RED,2,0.00,2
5172,Workbench,2,0.00,2
5173,cardboarddoor,2,0.00,2
5174,stairknob,2,0.00,2
5175,wallnotice,2,0.00,2
5176,beach,2,0.00,2
5177,Glue,2,0.00,2
5178,cabinetdoorhandle,2,0.00,3
5179,tubholder,2,0.00,4
5180,smallsofa,2,0.00,2
5181,sheetmusicstand,2,0.00,2
5182,glasswithwindow,2,0.00,2
5183,BeadLamb,2,0.00,2
5184,SHOES,2,0.00,2
5185,otherhouseuse,2,0.00,5
5186,chairroler,2,0.00,2
5187,support1,2,0.00,2
5188,support2,2,0.00,2
5189,WINDOWSHADE,2,0.00,2
5190,BROOM,2,0.00,2
5191,WASHINGMACHINE,2,0.00,2
5192,bauble,2,0.00,2
5193,Shampoobottle,2,0.00,2
5194,HUB,2,0.00,2
5195,politeancover,2,0.00,2
5196,kichentable,2,0.00,2
5197,DECORATION,2,0.00,2
5198,plasticbasket,2,0.00,2
5199,tissuepaperroll,2,0.00,2
5200,ACVent,2,0.00,3
5201,pcmonitor,2,0.00,2
5202,document,2,0.00,2
5203,CARBOARD,2,0.00,3
5204,carrier,2,0.00,2
5205,rollingstand,2,0.00,2
5206,Handles,2,0.00,2
5207,WOODCABINET,2,0.00,2
5208,grip,2,0.00,2
5209,Accessories,2,0.00,4
5210,printingpaper,2,0.00,2
5211,angle,2,0.00,2
5212,travelcup,2,0.00,1
5213,woodedwall,2,0.00,2
5214,utilitysink,2,0.00,2
5215,wallofwindows,2,0.00,2
5216,Desktable,2,0.00,2
5217,PalmTree,2,0.00,2
5218,cementplanter,2,0.00,2
5219,ClassWall,2,0.00,2
5220,writingpadwithchairs,2,0.00,2
5221,kidschair,2,0.00,3
5222,stallwall,2,0.00,3
5223,PaperTowel/WasteBasket,2,0.00,2
5224,paneling,2,0.00,2
5225,roomfreshner,2,0.00,2
5226,stockpot,2,0.00,2
5227,plasticshelf,2,0.00,2
5228,propanetank,2,0.00,2
5229,FlowersinVase,2,0.00,2
5230,woodcubboard,2,0.00,2
5231,baseballhat,2,0.00,2
5232,laptopbattery,2,0.00,2
5233,FIREPLACE,2,0.00,2
5234,picturetile,2,0.00,2
5235,toiletcleaner,2,0.00,2
5236,nutcracker,2,0.00,2
5237,curtan,2,0.00,2
5238,dooropening,2,0.00,2
5239,CabinetShelf,2,0.00,2
5240,outdoor,2,0.00,2
5241,vegitable,2,0.00,2
5242,wheels,2,0.00,2
5243,vent/fan,2,0.00,2
5244,storagecabinets,2,0.00,2
5245,WastBin,2,0.00,2
5246,supplyboxes,2,0.00,2
5247,SoapCase,2,0.00,2
5248,barrodwindow,2,0.00,2
5249,FLOWERWASE,2,0.00,2
5250,bigbasket,2,0.00,2
5251,mortarandpestle,1,0.00,1
5252,hockeyglove,1,0.00,1
5253,vuvuzela,1,0.00,1
5254,ornamentalpot,1,0.00,1
5255,minidisplayplatform,1,0.00,1
5256,cordlesstelephone,1,0.00,1
5257,pingpongracket,1,0.00,1
5258,electrictoothbrushbase,1,0.00,1
5259,doorwindowreflection,1,0.00,1
5260,toycashregister,1,0.00,1
5261,lightingtrack,1,0.00,1
5262,chartstand,1,0.00,1
5263,shoehanger,1,0.00,1
5264,giftwrappingroll,1,0.00,1
5265,wreathe,1,0.00,1
5266,coppervessel,1,0.00,1
5267,ceramicfrog,1,0.00,1
5268,sifter,1,0.00,1
5269,watercarboy,1,0.00,1
5270,celery,1,0.00,1
5271,hotdogs,1,0.00,1
5272,plasticdish,1,0.00,1
5273,vegetable,1,0.00,1
5274,wireboard,1,0.00,1
5275,ornamentalplant,1,0.00,1
5276,shirtsinhanger,1,0.00,1
5277,puppytoy,1,0.00,1
5278,menstie,1,0.00,1
5279,indoorfountain,1,0.00,1
5280,toyplane,1,0.00,1
5281,doorcurtain,1,0.00,1
5282,matchbox,1,0.00,1
5283,bottleofliquid,1,0.00,1
5284,cansofcatfood,1,0.00,1
5285,bagoforeo,1,0.00,1
5286,spoonsets,1,0.00,1
5287,teacannister,1,0.00,1
5288,aluminiumfoil,1,0.00,1
5289,orange,1,0.00,1
5290,kichentowel,1,0.00,1
5291,tinfoil,1,0.00,1
5292,toychest,1,0.00,1
5293,boxofziplockbags,1,0.00,1
5294,rolleduprug,1,0.00,1
5295,wallstand,1,0.00,1
5296,filestand,1,0.00,1
5297,musickeyboard,1,0.00,1
5298,duck,1,0.00,1
5299,eggplant,1,0.00,1
5300,reflectionofwindowshutters,1,0.00,1
5301,woodencontainer,1,0.00,1
5302,grandfatherclock,1,0.00,1
5303,teacoaster,1,0.00,1
5304,legofagirl,1,0.00,1
5305,cddisc,1,0.00,1
5306,headband,1,0.00,1
5307,flowerbasket,1,0.00,1
5308,kiwi,1,0.00,1
5309,doorwayarch,1,0.00,1
5310,wiretray,1,0.00,1
5311,bananapeel,1,0.00,1
5312,torch,1,0.00,1
5313,orangeplasticcap,1,0.00,1
5314,catbed,1,0.00,1
5315,bottleofhandwashliquid,1,0.00,1
5316,knobs,1,0.00,1
5317,toytrucks,1,0.00,1
5318,wallhandsanitizerdispenser,1,0.00,1
5319,chargerandwire,1,0.00,1
5320,facewashcream,1,0.00,1
5321,beeper,1,0.00,1
5322,mellon,1,0.00,1
5323,toysink,1,0.00,1
5324,toyshelf,1,0.00,1
5325,capstand,1,0.00,1
5326,glassset,1,0.00,1
5327,vesselset,1,0.00,1
5328,cathouse,1,0.00,1
5329,toothpasteholder,1,0.00,1
5330,conchshell,1,0.00,1
5331,wineaccessory,1,0.00,1
5332,doorfacingtrimreflection,1,0.00,1
5333,lightswitchreflection,1,0.00,1
5334,medicinetube,1,0.00,1
5335,corkscrew,1,0.00,1
5336,poolball,1,0.00,1
5337,clothingwasher,1,0.00,1
5338,laundrydetergentjug,1,0.00,1
5339,ovenhandle,1,0.00,1
5340,mughanger,1,0.00,1
5341,plasticrack,1,0.00,1
5342,dishcover,1,0.00,1
5343,toysbox,1,0.00,1
5344,cookingpotcover,1,0.00,1
5345,foodwrappedonatray,1,0.00,1
5346,kitchenutensils,1,0.00,1
5347,styrofoamobject,1,0.00,1
5348,bottleofcontactlenssolution,1,0.00,1
5349,inkwell,1,0.00,1
5350,backscrubber,1,0.00,1
5351,treesculpture,1,0.00,1
5352,creamtube,1,0.00,1
5353,perfumebox,1,0.00,1
5354,goldpiece,1,0.00,1
5355,bottleofketchup,1,0.00,1
5356,toybottle,1,0.00,1
5357,filingshelves,1,0.00,1
5358,surgeprotect,1,0.00,1
5359,woodenutensils,1,0.00,1
5360,vegetables,1,0.00,1
5361,toytable,1,0.00,1
5362,personalcareliquid,1,0.00,1
5363,hanginghooks,1,0.00,1
5364,stapleremover,1,0.00,1
5365,stackofplates,1,0.00,1
5366,showercap,1,0.00,1
5367,saltandpepper,1,0.00,1
5368,hoolahoop,1,0.00,1
5369,horsetoy,1,0.00,1
5370,plastictoycontainer,1,0.00,1
5371,kinect,1,0.00,1
5372,fiberglasscase,1,0.00,1
5373,cablemodem,1,0.00,1
5374,corn,1,0.00,1
5375,pingpongracquet,1,0.00,1
5376,circuitbreakerbox,1,0.00,1
5377,flaskset,1,0.00,1
5378,kitchencontainerplastic,1,0.00,1
5379,sugerjar,1,0.00,1
5380,toysbasket,1,0.00,1
5381,magic8ball,1,0.00,1
5382,vasoline,1,0.00,1
5383,filepad,1,0.00,1
5384,packageofwater,1,0.00,1
5385,lidofjar,1,0.00,1
5386,stackedbinsboxes,1,0.00,1
5387,stackedplasticracks,1,0.00,1
5388,bagel,1,0.00,1
